slot,hour,price,base_forecast_kw,base_actual_kw,transformer_capacity_kw,available_ev_capacity_kw,uncontrolled_capped_ev_load_kw,greedy_deadline_price_ev_load_kw,offline_centralized_lp_ev_load_kw,online_lyapunov_admm_ev_load_kw
15,7.5,0.6885463206628357,46.63612428312431,48.07354779083295,156.04965439706496,109.41353011394065,17.92054872368738,11.944161568272353,0.0,17.92054974849874
16,8.0,0.7001353612155393,48.07607781242106,48.05172142326065,156.04965439706496,107.9735765846439,13.8,11.944161568272353,0.0,13.799986597061643
17,8.5,0.6552266310317532,49.433731000670534,56.262147492626454,156.04965439706496,106.61592339639442,25.362143786647145,19.199515565745287,13.616287424302644,25.362137122584215
18,9.0,0.6544848880777898,50.697400342677845,48.175550852952135,156.04965439706496,105.35225405438712,34.199999999999996,31.337166680649837,20.4,34.20000027651278
19,9.5,0.6483816216100315,51.86169699878106,50.06576055305258,156.04965439706496,104.18795739828388,47.16788939145081,40.26664945791457,35.93835010333657,47.16788930583093
20,10.0,0.5882755788876607,52.92870565685288,44.43406366509764,156.04965439706496,103.12094874021207,49.800000000000004,43.898568435091185,34.488,49.79997156007313
21,10.5,0.5566031420553642,53.9088728640776,61.33785528815807,156.04965439706496,102.14078153298735,64.2,50.17721733327168,43.7258910936024,64.19998846769028
22,11.0,0.5202891531680919,54.821344056924225,59.439802401736785,156.04965439706496,101.22831034014072,60.16749407027255,75.5592988567548,56.400000000000006,60.1674580065231
23,11.5,0.5407811934164085,55.69344701401885,60.13246476000159,156.04965439706496,100.3562073830461,60.20341351679805,80.35818686448162,49.800000000000004,60.20341576936001
24,12.0,0.5077940028780722,56.55902514996932,59.83230746296179,156.04965439706496,99.49062924709563,50.064,55.41046940448367,77.4,50.06400304261725
25,12.5,0.4613417364688941,57.45540109902627,58.00034185760413,156.04965439706496,98.5942532980387,43.56266281989997,44.426662819899974,70.80000000000001,43.562664740017986
26,13.0,0.5178702665478825,58.4189153844939,59.497466599530604,156.04965439706496,97.63073901257106,32.60395432033823,43.278326501181084,43.278326501181084,32.6040216720276
27,13.5,0.5147953882792222,59.47923530518867,58.20187586292966,156.04965439706496,96.57041909187629,11.288,22.561284797141067,64.93110772002427,11.28801903865622
28,14.0,0.5208594639203571,60.65293921829766,59.606600724941636,156.04965439706496,95.3967151787673,10.73980651489222,10.73980651489222,25.13980651489222,10.739804171554955
29,14.5,0.635361794518977,61.937197289743494,62.220457518049436,156.04965439706496,94.11245710732146,0.0,0.0,0.0,3.2101018763766163e-06
30,15.0,0.7352773391627698,63.30461550384376,71.31470692740396,156.04965439706496,92.74503889322119,14.4,4.675641979600277,14.4,14.39999963841802
31,15.5,0.7610241045983146,64.7004019066441,67.69112759425477,156.04965439706496,91.34925249042085,32.0,13.503638705587889,32.0,31.99999735177783
32,16.0,0.7898928621068477,66.04288429510547,65.72354158718498,156.04965439706496,90.00677010195949,74.4,35.0217693829789,74.4,73.83744370931419
33,16.5,0.8526466841118747,67.2280279610894,64.0218567873658,156.04965439706496,88.82162643597556,87.084197924112,40.98327030338246,87.084197924112,77.48887103817844
34,17.0,0.9547451335309749,68.13800028839286,64.58945093017229,156.04965439706496,87.9116541086721,87.91165410867211,51.46759300323272,87.91165410867211,87.91165410867211
35,17.5,0.969959466750794,68.65309969443253,77.65899722595876,156.04965439706496,87.39655470263243,87.39655470263241,58.70569710109406,87.39655470263243,87.39655470263244
36,18.0,0.9925004349650817,68.66565439706494,71.51320627257192,156.04965439706496,87.38400000000001,87.384,60.40680458368107,2.6400000000000023,87.38400000000001
37,18.5,0.9986634654861386,68.09396651815139,68.47127948297066,156.04965439706496,87.95568787891357,87.95568787891358,60.31676247364985,0.0,83.10450338493943
38,19.0,0.9922604127639569,66.89417145876976,64.98544584524805,156.04965439706496,89.1554829382952,89.1554829382952,72.71588932428669,3.497536789656618,79.44762056861218
39,19.5,0.9861537191614347,65.06807963641094,59.07466097604636,156.04965439706496,90.98157476065401,90.98157476065403,87.38380665479954,57.43035452933661,80.71160386671495
40,20.0,0.9402930536011742,62.66565439706494,62.31396666568862,156.04965439706496,93.38400000000001,93.384,93.38400000000004,93.38400000000001,83.30541505997087
41,20.5,0.881553203394832,59.781648239687264,64.22585832930102,156.04965439706496,96.2680061573777,96.2680061573777,96.26800615737771,96.2680061573777,91.08002047204887
42,21.0,0.7931219544706033,56.54689037292404,54.62627886281527,156.04965439706496,99.50276402414092,88.8138607010805,99.50276402414093,99.5027640241409,96.7390073957133
43,21.5,0.7725813618988051,53.11558668921349,52.050515427701825,156.04965439706496,102.93406770785147,78.08597362191863,102.9340677078515,102.93406770785147,96.18015233270971
44,22.0,0.6847021720245938,49.6505794496922,48.6605589048998,156.04965439706496,106.39907494737275,77.14330854630323,106.39907494737277,106.39907494737275,91.996217461972
45,22.5,0.6755924256263155,46.30871036840401,46.77761235113939,156.04965439706496,109.74094402866095,58.975832904176116,109.74094402866096,109.74094402866096,72.37027274851891
46,23.0,0.5694026737297994,43.228224214136375,36.70692600949955,156.04965439706496,112.82143018292858,40.05328058897858,97.39947691050092,112.82143018292857,37.68325074783476
47,23.5,0.5582275135312361,40.519618869762944,39.59422625156356,156.04965439706496,115.530035527302,10.573043689206521,87.42080820472263,115.53003552730202,10.304030719894465
